,Date,Content,Section
4772,2020-12-19,Guardian cryptic crossword Christmas special,crosswords
4773,2020-12-19,Weekend crossword No 520,crosswords
4774,2020-12-18,"Annotated solutions for Prize 28,315",crosswords
4775,2020-12-18,"Cryptic crossword No 28,320",crosswords
4776,2020-12-18,"Quick crossword No 15,793",crosswords
4777,2020-12-17,"Annotated solutions for Prize 28,309",crosswords
4778,2020-12-17,"Cryptic crossword No 28,319",crosswords
4779,2020-12-17,"Quick crossword No 15,792",crosswords
4780,2020-12-16,"Quick crossword No 15,791",crosswords
4781,2020-12-16,"Cryptic crossword No 28,318",crosswords
4782,2020-12-15,"Quick crossword No 15,790",crosswords
4783,2020-12-15,"Cryptic crossword No 28,317",crosswords
4784,2020-12-14,Crossword blog: the words of 2020,crosswords
4785,2020-12-14,"Cryptic crossword No 28,316",crosswords
4786,2020-12-14,"Quick crossword No 15,789",crosswords
4787,2020-12-14,"Quiptic crossword No 1,100",crosswords
4788,2020-12-13,"Azed crossword 2,531",crosswords
4789,2020-12-13,"Everyman crossword No 3,870",crosswords
4790,2020-12-13,"Speedy crossword No 1,315",crosswords
4791,2020-12-12,"Quick crossword No 15,788",crosswords
4792,2020-12-12,"Prize crossword No 28,315",crosswords
4793,2020-12-12,Weekend crossword No 519,crosswords
4794,2020-12-11,"Cryptic crossword No 28,314",crosswords
4795,2020-12-11,"Quick crossword No 15,787",crosswords
4796,2020-12-10,"Quick crossword No 15,786",crosswords
4797,2020-12-10,"Cryptic crossword No 28,313",crosswords
4798,2020-12-09,"Cryptic crossword No 28,312",crosswords
4799,2020-12-09,"Quick crossword No 15,785",crosswords
4800,2020-12-08,"Cryptic crossword No 28,311",crosswords
4801,2020-12-08,"Quick crossword No 15,784",crosswords
4802,2020-12-07,Annotated solutions for Genius 209,crosswords
4803,2020-12-07,Crossword blog: Meet the setter – Vulcan,crosswords
4804,2020-12-07,Genius crossword 210,crosswords
4805,2020-12-07,"Quiptic crossword No 1,099",crosswords
4806,2020-12-07,"Cryptic crossword No 28,310",crosswords
4807,2020-12-07,"Quick crossword No 15,783",crosswords
4808,2020-12-06,"Azed crossword 2,530",crosswords
4809,2020-12-06,"Everyman crossword No 3,869",crosswords
4810,2020-12-06,"Speedy crossword No 1,314",crosswords
4811,2020-12-05,"Prize crossword No 28,309",crosswords
4812,2020-12-05,"Quick crossword No 15,782",crosswords
4813,2020-12-05,Weekend crossword No 518,crosswords
4814,2020-12-04,"Annotated solutions for Prize 28,303",crosswords
4815,2020-12-04,"Cryptic crossword No 28,308",crosswords
4816,2020-12-04,"Quick crossword No 15,781",crosswords
4817,2020-12-03,"Quick crossword No 15,780",crosswords
4818,2020-12-03,"Cryptic crossword No 28,307",crosswords
4819,2020-12-02,"Quick crossword No 15,779",crosswords
4820,2020-12-02,"Cryptic crossword No 28,306",crosswords
4821,2020-12-01,"Azed slip No 2,525",crosswords
4822,2020-12-01,"Quick crossword No 15,778",crosswords
4823,2020-12-01,"Cryptic crossword No 28,305",crosswords
4824,2020-11-30,Crossword blog: the French don't talk about brassières,crosswords
4825,2020-11-30,"Quick crossword No 15,777",crosswords
4826,2020-11-30,"Quiptic crossword No 1,098",crosswords
4827,2020-11-30,"Cryptic crossword No 28,304",crosswords
4828,2020-11-29,"Azed crossword 2,529",crosswords
4829,2020-11-29,"Everyman crossword No 3,868",crosswords
4830,2020-11-29,"Speedy crossword No 1,313",crosswords
4831,2020-11-28,"Quick crossword No 15,776",crosswords
4832,2020-11-28,Weekend crossword No 517,crosswords
4833,2020-11-28,"Prize crossword No 28,303",crosswords
4834,2020-11-27,"Annotated solutions for Prize 28,297",crosswords
4835,2020-11-27,"Cryptic crossword No 28,302",crosswords
4836,2020-11-27,"Quick crossword No 15,775",crosswords
4837,2020-11-26,"Quick crossword No 15,774",crosswords
4838,2020-11-26,"Cryptic crossword No 28,301",crosswords
4839,2020-11-25,"Cryptic crossword No 28,300",crosswords
4840,2020-11-25,"Quick crossword No 15,773",crosswords
4841,2020-11-24,"Quick crossword No 15,772",crosswords
4842,2020-11-24,"Cryptic crossword No 28,299",crosswords
4843,2020-11-23,Crossword blog: the next dimension,crosswords
4844,2020-11-23,"Quick crossword No 15,771",crosswords
4845,2020-11-23,"Cryptic crossword No 28,298",crosswords
4846,2020-11-23,"Quiptic crossword No 1,097",crosswords
4847,2020-11-22,"Azed crossword 2,528",crosswords
4848,2020-11-22,"Speedy crossword No 1,312",crosswords
4849,2020-11-22,"Everyman crossword No 3,867",crosswords
4850,2020-11-21,Weekend crossword No 516,crosswords
4851,2020-11-21,"Quick crossword No 15,770",crosswords
4852,2020-11-21,"Prize crossword No 28,297",crosswords
4853,2020-11-20,"Annotated solutions for Prize 28,291",crosswords
4854,2020-11-20,"Quick crossword No 15,769",crosswords
4855,2020-11-20,"Cryptic crossword No 28,296",crosswords
4856,2020-11-19,"Quick crossword No 15,768",crosswords
4857,2020-11-19,"Cryptic crossword No 28,295",crosswords
4858,2020-11-18,"Cryptic crossword No 28,294",crosswords
4859,2020-11-18,"Quick crossword No 15,767",crosswords
4860,2020-11-17,"Quick crossword No 15,766",crosswords
4861,2020-11-17,"Cryptic crossword No 28,293",crosswords
4862,2020-11-16,Crossword roundup: aggro and bovver,crosswords
4863,2020-11-16,"Cryptic crossword No 28,292",crosswords
4864,2020-11-16,"Quick crossword No 15,765",crosswords
4865,2020-11-16,"Quiptic crossword No 1,096",crosswords
4866,2020-11-15,"Azed crossword 2,527",crosswords
4867,2020-11-15,"Speedy crossword No 1,311",crosswords
4868,2020-11-15,"Everyman crossword No 3,866",crosswords
4869,2020-11-14,Weekend crossword No 515,crosswords
4870,2020-11-14,"Quick crossword No 15,764",crosswords
4871,2020-11-14,"Prize crossword No 28,291",crosswords
4872,2020-11-13,"Annotated solutions for Prize 28,285",crosswords
4873,2020-11-13,"Quick crossword No 15,763",crosswords
4874,2020-11-13,"Cryptic crossword No 28,290",crosswords
4875,2020-11-12,"Cryptic crossword No 28,289",crosswords
4876,2020-11-12,"Quick crossword No 15,762",crosswords
4877,2020-11-11,"Quick crossword No 15,761",crosswords
4878,2020-11-11,"Cryptic crossword No 28,288",crosswords
4879,2020-11-10,"Cryptic crossword No 28,287",crosswords
4880,2020-11-10,"Quick crossword No 15,760",crosswords
4881,2020-11-09,Crossword blog: Cryptics in America No 2,crosswords
4882,2020-11-09,"Quiptic crossword No 1,095",crosswords
4883,2020-11-09,"Quick crossword No 15,759",crosswords
4884,2020-11-09,"Cryptic crossword No 28,286",crosswords
4885,2020-11-08,"Speedy crossword No 1,310",crosswords
4886,2020-11-08,"Everyman crossword No 3,865",crosswords
4887,2020-11-08,"Azed crossword 2,526",crosswords
4888,2020-11-07,"Prize crossword 28,285",crosswords
4889,2020-11-07,"Quick crossword No 15,758",crosswords
4890,2020-11-07,Weekend crossword No 514,crosswords
4891,2020-11-06,"Annotated solutions for Prize 28,279",crosswords
4892,2020-11-06,"Quick crossword No 15,757",crosswords
4893,2020-11-06,"Cryptic crossword No 28,284",crosswords
4894,2020-11-05,John Dawson obituary,crosswords
4895,2020-11-05,"Cryptic crossword No 28,283",crosswords
4896,2020-11-05,"Quick crossword No 15,756",crosswords
4897,2020-11-04,"Quick crossword No 15,755",crosswords
4898,2020-11-04,"Cryptic crossword No 28,282",crosswords
4899,2020-11-03,"Cryptic crossword No 28,281",crosswords
4900,2020-11-03,"Quick crossword No 15,754",crosswords
4901,2020-11-02,Annotated solutions for Genius 208,crosswords
4902,2020-11-02,Crossword roundup: why sisal is like tequila,crosswords
4903,2020-11-02,"Quick crossword No 15,753",crosswords
4904,2020-11-02,"Quiptic crossword No 1,094",crosswords
4905,2020-11-02,Genius crossword 209,crosswords
4906,2020-11-02,"Cryptic crossword No 28,280",crosswords
4907,2020-11-01,"Azed crossword. 2,525",crosswords
4908,2020-11-01,"Speedy crossword No 1,309",crosswords
4909,2020-11-01,"Everyman crossword No 3,864",crosswords
4910,2020-10-31,"Prize crossword No 28,279",crosswords
4911,2020-10-31,Weekend crossword No 513,crosswords
4912,2020-10-31,"Quick crossword No 15,752",crosswords
4913,2020-10-30,"Annotated solutions for Prize 28,273",crosswords
4914,2020-10-30,"Cryptic crossword No 28,278",crosswords
4915,2020-10-30,"Quick crossword No 15,751",crosswords
4916,2020-10-29,"Quick crossword No 15,750",crosswords
4917,2020-10-29,"Cryptic crossword No 28,277",crosswords
4918,2020-10-28,"Quick crossword No 15,749",crosswords
4919,2020-10-28,"Cryptic crossword No 28,276",crosswords
4920,2020-10-27,"Cryptic crossword No 28,275",crosswords
4921,2020-10-27,"Quick crossword No 15,748",crosswords
4922,2020-10-26,Opponents impaled on Vlad’s cross sword | Brief letters,crosswords
4923,2020-10-26,Crossword blog: a puzzle from the world of Jeeves and Wooster,crosswords
4924,2020-10-26,"Cryptic crossword No 28,274",crosswords
4925,2020-10-26,"Quiptic crossword No 1,093",crosswords
4926,2020-10-26,"Quick crossword No 15,747",crosswords
4927,2020-10-24,"Speedy crossword No 1,308",crosswords
4928,2020-10-24,"Everyman crossword No 3,863",crosswords
4929,2020-10-24,"Azed crossword 2,524",crosswords
4930,2020-10-23,Weekend crossword No 512,crosswords
4931,2020-10-23,"Quick crossword No 15,746",crosswords
4932,2020-10-23,"Prize crossword No 28,273",crosswords
4933,2020-10-23,"Azed slip No 2,521",crosswords
4934,2020-10-23,"Annotated solutions for Prize 28,267",crosswords
4935,2020-10-22,"Cryptic crossword No 28,272",crosswords
4936,2020-10-22,"Quick crossword No 15,745",crosswords
4937,2020-10-21,"Cryptic crossword No 28,271",crosswords
4938,2020-10-21,"Quick crossword No 15,744",crosswords
4939,2020-10-20,"Cryptic crossword No 28,270",crosswords
4940,2020-10-20,"Quick crossword No 15,743",crosswords
4941,2020-10-19,"Quick crossword No 15,742",crosswords
4942,2020-10-19,"Cryptic crossword No 28,269",crosswords
4943,2020-10-19,Crossword roundup: has 'toodle-pip' always been a jokey expression?,crosswords
4944,2020-10-18,"Quiptic crossword No 1,092",crosswords
4945,2020-10-18,"Quick crossword No 15,741",crosswords
4946,2020-10-18,"Cryptic crossword No 28,268",crosswords
4947,2020-10-17,"Azed crossword 2,523",crosswords
4948,2020-10-17,"Speedy crossword No 1,307",crosswords
4949,2020-10-17,"Everyman crossword No 3,862",crosswords
4950,2020-10-16,Weekend crossword No 511,crosswords
4951,2020-10-16,"Quick crossword No 15,740",crosswords
4952,2020-10-16,"Prize crossword No 28,267",crosswords
4953,2020-10-16,"Annotated solutions for Prize 28,261",crosswords
4954,2020-10-15,"Quick crossword No 15,739",crosswords
4955,2020-10-15,"Cryptic crossword No 28,266",crosswords
4956,2020-10-14,"Cryptic crossword No 28,265",crosswords
4957,2020-10-14,"Quick crossword No 15,738",crosswords
4958,2020-10-13,"Cryptic crossword No 28,264",crosswords
4959,2020-10-13,"Quick crossword No 15,737",crosswords
4960,2020-10-12,"Quick crossword No 15,736",crosswords
4961,2020-10-12,"Cryptic crossword No 28,263",crosswords
4962,2020-10-12,"Remembering the crossword setter John Dawson, AKA Chifonie",crosswords
4963,2020-10-11,"Cryptic crossword No 28,262",crosswords
4964,2020-10-11,"Quick crossword No 15,735",crosswords
4965,2020-10-11,"Quiptic crossword No 1,091",crosswords
4966,2020-10-10,"Azed crossword 2,522",crosswords
4967,2020-10-10,"Everyman crossword No 3,861",crosswords
4968,2020-10-10,"Speedy crossword No 1,306",crosswords
4969,2020-10-09,Weekend crossword No 510,crosswords
4970,2020-10-09,"Prize crossword No 28,261",crosswords
4971,2020-10-09,"Quick crossword No 15,734",crosswords
4972,2020-10-09,"Annotated solutions for Prize 28,255",crosswords
4973,2020-10-08,"Cryptic crossword No 28,260",crosswords
4974,2020-10-08,"Quick crossword No 15,733",crosswords
4975,2020-10-07,"Quick crossword No 15,732",crosswords
4976,2020-10-07,"Cryptic crossword No 28,259",crosswords
4977,2020-10-06,"Quick crossword No 15,731",crosswords
4978,2020-10-06,"Cryptic crossword No 28,258",crosswords
4979,2020-10-05,"Cryptic crossword No 28,257",crosswords
4980,2020-10-05,"Quick crossword No 15,730",crosswords
4981,2020-10-05,Cryptic crosswords for beginners: first and last letters,crosswords
4982,2020-10-04,Annotated solutions for Genius 207,crosswords
4983,2020-10-04,Genius crossword 208,crosswords
4984,2020-10-04,"Quick crossword No 15,729",crosswords
4985,2020-10-04,"Cryptic crossword No 28,256",crosswords
4986,2020-10-04,"Quiptic crossword No 1,090",crosswords
4987,2020-10-03,"Azed crossword 2,521",crosswords
4988,2020-10-03,"Speedy crossword No 1,305",crosswords
4989,2020-10-03,"Everyman crossword No 3,860",crosswords
4990,2020-10-02,"Prize crossword No 28,255",crosswords
4991,2020-10-02,Weekend crossword No 509,crosswords
4992,2020-10-02,"Quick crossword No 15,728",crosswords
4993,2020-10-02,"Annotated solutions for Prize 28,249",crosswords
4994,2020-10-01,"Quick crossword No 15,727",crosswords
4995,2020-10-01,"Cryptic crossword No 28,254",crosswords
4996,2020-09-30,"Cryptic crossword No 28,253",crosswords
4997,2020-09-30,"Quick crossword No 15,726",crosswords
4998,2020-09-29,"Quick crossword No 15,725",crosswords
4999,2020-09-29,"Cryptic crossword No 28,252",crosswords
5000,2020-09-28,"Cryptic crossword No 28,251",crosswords
5001,2020-09-28,"Quick crossword No 15,724",crosswords
5002,2020-09-28,Crossword roundup: nautical metaphors,crosswords
5003,2020-09-27,"Quick crossword No 15,723",crosswords
5004,2020-09-27,"Cryptic crossword No 28,250",crosswords
5005,2020-09-27,"Quiptic crossword No 1,089",crosswords
5006,2020-09-26,"Azed crossword 2,520",crosswords
5007,2020-09-26,"Speedy crossword No 1,304",crosswords
5008,2020-09-26,"Everyman crossword No 3,859",crosswords
5009,2020-09-25,"Prize crossword No 28,249",crosswords
5010,2020-09-25,Weekend crossword No 508,crosswords
5011,2020-09-25,"Quick crossword No 15,722",crosswords
5012,2020-09-25,"Annotated solutions for Prize 28,43",crosswords
5013,2020-09-25,"Azed slip No 2,517",crosswords
5014,2020-09-24,"Quick crossword No 15,721",crosswords
5015,2020-09-24,"Cryptic crossword No 28,248",crosswords
5016,2020-09-23,"Quick crossword No 15,720",crosswords
5017,2020-09-23,"Cryptic crossword No 28,247",crosswords
5018,2020-09-22,"Quick crossword No 15,719",crosswords
5019,2020-09-22,"Cryptic crossword No 28,246",crosswords
5020,2020-09-21,"Cryptic crossword No 28,245",crosswords
5021,2020-09-21,"Quick crossword No 15,718",crosswords
5022,2020-09-21,Cryptic crosswords for beginners: doctors,crosswords
5023,2020-09-20,"Quiptic crossword No 1,088",crosswords
5024,2020-09-20,"Quick crossword No 15,717",crosswords
5025,2020-09-20,"Cryptic crossword No 28,244",crosswords
5026,2020-09-19,"Azed crossword 2,519",crosswords
5027,2020-09-19,"Speedy crossword No 1,303",crosswords
5028,2020-09-19,"Everyman crossword No 3,858",crosswords
5029,2020-09-18,"Prize crossword No 28,243",crosswords
5030,2020-09-18,Weekend crossword No 507,crosswords
5031,2020-09-18,"Quick crossword No 15,716",crosswords
5032,2020-09-18,"Annotated solutions for Prize 28,237",crosswords
5033,2020-09-17,"Quick crossword No 15,715",crosswords
5034,2020-09-17,"Cryptic crossword No 28,242",crosswords
5035,2020-09-16,"Cryptic crossword No 28,241",crosswords
5036,2020-09-16,"Quick crossword No 15,714",crosswords
5037,2020-09-15,"Quick crossword No 15,713",crosswords
5038,2020-09-15,"Cryptic crossword No 28,240",crosswords
5039,2020-09-14,"Quick crossword No 15,712",crosswords
5040,2020-09-14,"Cryptic crossword No 28,239",crosswords
5041,2020-09-14,Crossword roundup: how do you say 'BAME'?,crosswords
5042,2020-09-13,"Quiptic crossword No 1,087",crosswords
5043,2020-09-13,"Quick crossword No 15,711",crosswords
5044,2020-09-13,"Cryptic crossword No 28,238",crosswords
5045,2020-09-12,"Azed crossword 2,518",crosswords
5046,2020-09-12,"Everyman crossword No 3,857",crosswords
5047,2020-09-12,"Speedy crossword No 1,302",crosswords
5048,2020-09-11,Weekend crossword No 506,crosswords
5049,2020-09-11,"Prize crossword No 28,237",crosswords
5050,2020-09-11,"Quick crossword No 15,710",crosswords
5051,2020-09-11,"Annotated solutions for Prize 28,231",crosswords
5052,2020-09-10,"Cryptic crossword No 28,236",crosswords
5053,2020-09-10,"Quick crossword No 15,709",crosswords
5054,2020-09-09,"Cryptic crossword No 28,235",crosswords
5055,2020-09-09,"Quick crossword No 15,708",crosswords
5056,2020-09-08,"Quick crossword No 15,707",crosswords
5057,2020-09-08,"Cryptic crossword No 28,234",crosswords
5058,2020-09-07,"Cryptic crossword No 28,233",crosswords
5059,2020-09-07,"Quick crossword No 15,706",crosswords
5060,2020-09-06,Genius crossword 207,crosswords
5061,2020-09-06,Annotated solutions for Genius 206,crosswords
5062,2020-09-06,"Quick crossword No 15,705",crosswords
5063,2020-09-06,"Quiptic crossword No 1,086",crosswords
5064,2020-09-06,"Cryptic crossword No 28,232",crosswords
5065,2020-09-05,"Everyman crossword No 3,856",crosswords
5066,2020-09-05,"Speedy crossword No 1,301",crosswords
5067,2020-09-05,"Azed crossword 2,517",crosswords
5068,2020-09-04,"Quick crossword No 15,704",crosswords
5069,2020-09-04,"Prize crossword No 28,231",crosswords
5070,2020-09-04,Weekend crossword No 505,crosswords
5071,2020-09-04,"Annotated solutions for Prize 28,225",crosswords
5072,2020-09-03,"Quick crossword No 15,703",crosswords
5073,2020-09-03,"Cryptic crossword No 28,230",crosswords
5074,2020-09-02,"Quick crossword No 15,702",crosswords
5075,2020-09-02,"Cryptic crossword No 28,229",crosswords
5076,2020-09-01,"Cryptic crossword No 28,228",crosswords
5077,2020-09-01,"Quick crossword No 15,701",crosswords
5078,2020-08-31,"Quick crossword No 15,700",crosswords
5079,2020-08-31,"Cryptic crossword No 28,227",crosswords
5080,2020-08-30,"Quiptic crossword No 1,085",crosswords
5081,2020-08-30,"Quick crossword No 15,699",crosswords
5082,2020-08-30,"Cryptic crossword No 28,226",crosswords
5083,2020-08-29,"Azed crossword 2,516",crosswords
5084,2020-08-29,"Speedy crossword No 1,300",crosswords
5085,2020-08-29,"Everyman crossword No 3,855",crosswords
5086,2020-08-28,"Quick crossword No 15,698",crosswords
5087,2020-08-28,Weekend crossword No 504,crosswords
5088,2020-08-28,"Prize crossword No 28,225",crosswords
5089,2020-08-28,"Azed slip No 2,512",crosswords
5090,2020-08-28,"Annotated solutions for Prize 28,219",crosswords
5091,2020-08-27,"Quick crossword No 15,697",crosswords
5092,2020-08-27,"Cryptic crossword No 28,224",crosswords
5093,2020-08-26,"Quick crossword No 15,696",crosswords
5094,2020-08-26,"Cryptic crossword No 28,223",crosswords
5095,2020-08-25,"Quick crossword No 15,695",crosswords
5096,2020-08-25,"Cryptic crossword No 28,222",crosswords
5097,2020-08-24,"Quick crossword No 15,694",crosswords
5098,2020-08-24,"Cryptic crossword No 28,221",crosswords
5099,2020-08-24,Crossword blog: Meet the setter – Vlad,crosswords
5100,2020-08-23,"Quiptic crossword No 1,084",crosswords
5101,2020-08-23,"Cryptic crossword No 28,220",crosswords
5102,2020-08-23,"Quick crossword No 15,693",crosswords
5103,2020-08-22,"Azed crossword 2,515",crosswords
5104,2020-08-22,"Speedy crossword No 1,299",crosswords
5105,2020-08-22,"Everyman crossword No 3,854",crosswords
5106,2020-08-21,Weekend crossword No 503,crosswords
5107,2020-08-21,"Prize crossword No 28,219",crosswords
5108,2020-08-21,"Quick crossword No 15,692",crosswords
5109,2020-08-21,"Annotated solutions for Prize 28,213",crosswords
5110,2020-08-20,"Quick crossword No 15,691",crosswords
5111,2020-08-20,"Cryptic crossword No 28,218",crosswords
5112,2020-08-19,"Quick crossword No 15,690",crosswords
5113,2020-08-19,"Cryptic crossword No 28,217",crosswords
5114,2020-08-18,"Cryptic crossword No 28,216",crosswords
5115,2020-08-18,"Quick crossword No 15,689",crosswords
5116,2020-08-17,"Quick crossword No 15,688",crosswords
5117,2020-08-17,"Cryptic crossword No 28,215",crosswords
5118,2020-08-17,Crossword roundup: why spruce trees can be spruce,crosswords
5119,2020-08-16,"Quiptic crossword No 1,083",crosswords
5120,2020-08-16,"Cryptic crossword No 28,214",crosswords
5121,2020-08-16,"Quick crossword No 15,687",crosswords
5122,2020-08-15,"Azed crossword 2,514",crosswords
5123,2020-08-15,"Speedy crossword No 1,298",crosswords
5124,2020-08-15,"Everyman crossword No 3,853",crosswords
5125,2020-08-14,Weekend crossword No 502,crosswords
5126,2020-08-14,"Quick crossword No 15,686",crosswords
5127,2020-08-14,"Prize crossword No 28,213",crosswords
5128,2020-08-14,"Annotated solutions for Prize 28,207",crosswords
5129,2020-08-13,"Quick crossword No 15,685",crosswords
5130,2020-08-13,"Cryptic crossword No 28,212",crosswords
5131,2020-08-12,"Cryptic crossword No 28,211",crosswords
5132,2020-08-12,"Quick crossword No 15,684",crosswords
5133,2020-08-12,Cryptic crosswords for beginners: newspapers,crosswords
5134,2020-08-11,"Cryptic crossword No 28,210",crosswords
5135,2020-08-11,"Quick crossword No 15,683",crosswords
5136,2020-08-10,"Quick crossword No 15,682",crosswords
5137,2020-08-10,"Cryptic crossword No 28,209",crosswords
5138,2020-08-09,"Quick crossword No 15,681",crosswords
5139,2020-08-09,"Cryptic crossword No 28,208",crosswords
5140,2020-08-09,"Quiptic crossword No 1,082",crosswords
5141,2020-08-08,"Azed crossword 2,513",crosswords
5142,2020-08-08,"Everyman crossword No 3,852",crosswords
5143,2020-08-08,"Speedy crossword No 1,297",crosswords
5144,2020-08-07,Weekend crossword No 501,crosswords
5145,2020-08-07,"Quick crossword No 15,680",crosswords
5146,2020-08-07,"Prize crossword No 28,207",crosswords
5147,2020-08-07,"Annotated solutions for Prize 28,201",crosswords
5148,2020-08-06,"Quick crossword No 15,679",crosswords
5149,2020-08-06,"Cryptic crossword No 28,206",crosswords
5150,2020-08-05,"Cryptic crossword No 28,205",crosswords
5151,2020-08-05,"Quick crossword No 15,678",crosswords
5152,2020-08-04,"Cryptic crossword No 28,204",crosswords
5153,2020-08-04,"Quick crossword No 15,677",crosswords
5154,2020-08-03,"Quick crossword No 15,676",crosswords
5155,2020-08-03,"Cryptic crossword No 28,203",crosswords
5156,2020-08-03,Crossword roundup: Formica's not made of ants,crosswords
5157,2020-08-02,Annotated solutions for Genius 205,crosswords
5158,2020-08-02,Genius crossword 206,crosswords
5159,2020-08-02,"Cryptic crossword No 28,202",crosswords
5160,2020-08-02,"Quick crossword No 15,675",crosswords
5161,2020-08-02,"Quiptic crossword No 1,081",crosswords
5162,2020-08-01,"Azed crossword 2,512",crosswords
5163,2020-08-01,"Speedy crossword No 1,296",crosswords
5164,2020-08-01,"Everyman crossword No 3,851",crosswords
5165,2020-07-31,"Quick crossword No 15,674",crosswords
5166,2020-07-31,Weekend crossword No 500,crosswords
5167,2020-07-31,"Prize crossword No 28,201",crosswords
5168,2020-07-31,"Annotated solutions for Prize 28,195",crosswords
5169,2020-07-30,"Cryptic crossword No 28,200",crosswords
5170,2020-07-30,"Quick crossword No 15,673",crosswords
5171,2020-07-29,"Cryptic crossword No 28,199",crosswords
5172,2020-07-29,"Quick crossword No 15,672",crosswords
5173,2020-07-28,"Cryptic crossword No 28,198",crosswords
5174,2020-07-28,"Quick crossword No 15,671",crosswords
5175,2020-07-27,"Quick crossword No 15,670",crosswords
5176,2020-07-27,"Cryptic crossword No 28,197",crosswords
5177,2020-07-27,Crossword blog: American-style puzzle No 13 – Barney and Virginia (Themeless),crosswords
5178,2020-07-26,"Quick crossword No 15,669",crosswords
5179,2020-07-26,"Cryptic crossword No 28,196",crosswords
5180,2020-07-26,"Quiptic crossword No 1,080",crosswords
5181,2020-07-25,"Azed crossword 2,511",crosswords
5182,2020-07-25,"Everyman crossword No 3,850",crosswords
5183,2020-07-25,"Speedy crossword No 1,295",crosswords
5184,2020-07-24,Weekend crossword No 499,crosswords
5185,2020-07-24,"Prize crossword No 28,195",crosswords
5186,2020-07-24,"Quick crossword No 15,668",crosswords
5187,2020-07-24,"Azed slip No 2,508",crosswords
5188,2020-07-24,"Annotated solutions for Prize 28,189",crosswords
5189,2020-07-23,"Cryptic crossword No 28,194",crosswords
5190,2020-07-23,"Quick crossword No 15,667",crosswords
5191,2020-07-22,"Quick crossword No 15,666",crosswords
5192,2020-07-22,"Cryptic crossword No 28,193",crosswords
5193,2020-07-21,"Quick crossword No 15,665",crosswords
5194,2020-07-21,"Cryptic crossword No 28,192",crosswords
5195,2020-07-20,"Cryptic crossword No 28,191",crosswords
5196,2020-07-20,"Quick crossword No 15,664",crosswords
5197,2020-07-20,Crossword roundup: Hindi word; indie crossword,crosswords
5198,2020-07-19,"Quiptic crossword No 1,079",crosswords
5199,2020-07-19,"Cryptic crossword No 28,190",crosswords
5200,2020-07-19,"Quick crossword No 15,663",crosswords
5201,2020-07-18,"Azed crossword 2,510",crosswords
5202,2020-07-18,"Speedy crossword No 1,294",crosswords
5203,2020-07-18,"Everyman crossword No 3,849",crosswords
5204,2020-07-17,Weekend crossword No 498,crosswords
5205,2020-07-17,"Quick crossword No 15,662",crosswords
5206,2020-07-17,"Prize crossword No 28,189",crosswords
5207,2020-07-17,"Annotated solutions for Prize 28,183",crosswords
5208,2020-07-16,"Cryptic crossword No 28,188",crosswords
5209,2020-07-16,"Quick crossword No 15,661",crosswords
5210,2020-07-15,"Cryptic crossword No 28,187",crosswords
5211,2020-07-15,"Quick crossword No 15,660",crosswords
5212,2020-07-14,"Quick crossword No 15,659",crosswords
5213,2020-07-14,"Cryptic crossword No 28,186",crosswords
5214,2020-07-13,"Quick crossword No 15,658",crosswords
5215,2020-07-13,"Cryptic crossword No 28,185",crosswords
5216,2020-07-13,Crossword blog: Crossword Council #3,crosswords
5217,2020-07-12,"Quiptic crossword No 1,078",crosswords
5218,2020-07-12,"Quick crossword No 15,657",crosswords
5219,2020-07-12,"Cryptic crossword No 28,184",crosswords
5220,2020-07-11,"Speedy crossword No 1,293",crosswords
5221,2020-07-11,"Azed crossword 2,509",crosswords
5222,2020-07-11,"Everyman crossword No 3,848",crosswords
5223,2020-07-10,Weekend crossword No 497,crosswords
5224,2020-07-10,"Prize crossword No 28,183",crosswords
5225,2020-07-10,"Quick crossword No 15,656",crosswords
5226,2020-07-10,"Annotated solutions for Prize 28,177",crosswords
5227,2020-07-09,"Quick crossword No 15,655",crosswords
5228,2020-07-09,"Cryptic crossword No 28,182",crosswords
5229,2020-07-08,"Quick crossword No 15,654",crosswords
5230,2020-07-08,"Cryptic crossword No 28,181",crosswords
5231,2020-07-07,"Quick crossword No 15,653",crosswords
5232,2020-07-07,"Cryptic crossword No 28,180",crosswords
5233,2020-07-06,"Quick crossword No 15,652",crosswords
5234,2020-07-06,"Cryptic crossword No 28,179",crosswords
5235,2020-07-06,Crossword roundup: why stilton can't be made in Stilton,crosswords
5236,2020-07-06,Annotated solutions for Genius 204,crosswords
5237,2020-07-05,Genius crossword 205,crosswords
5238,2020-07-05,"Quick crossword No 15,651",crosswords
5239,2020-07-05,"Cryptic crossword No 28,178",crosswords
5240,2020-07-05,"Quiptic crossword No 1,077",crosswords
5241,2020-07-04,"Azed crossword 2,508",crosswords
5242,2020-07-04,"Everyman crossword No 3,847",crosswords
5243,2020-07-04,"Speedy crossword No 1,292",crosswords
5244,2020-07-03,"Prize crossword No 28,177",crosswords
5245,2020-07-03,"Quick crossword No 15,650",crosswords
5246,2020-07-03,Weekend crossword No 496,crosswords
5247,2020-07-03,"Annotated solutions for Prize 28,171",crosswords
5248,2020-07-02,"Quick crossword No 15,649",crosswords
5249,2020-07-02,"Cryptic crossword No 28,176",crosswords
5250,2020-07-01,"Quick crossword No 15,648",crosswords
5251,2020-07-01,"Cryptic crossword No 28,175",crosswords
5252,2020-06-30,"Cryptic crossword No 28,174",crosswords
